csho,invt,ap,act,sale,xint,re,che,at,dlc,dltt,lt,cogs,ivao,ceq,ni,sstk,dp,ppegt,txp,txt,lct,ib,rect,prcc_f,ivst,dltis,key_board_percent_independent,num_independent,board_size,misstate
48.059,103.853,34.124,276.873,1124.007,0,171.777,144.022,477.974,0,0,188.325,590.858,36.86,289.649,164.305,0.846,33.834,373.286,20.307,97.394,128.956,164.305,3.47,46.78,26.414,0,0,4,7,0
11.915,0,1.732,45.322,252.088,0.557,111.321,11.671,171.714,0.459,17.575,37.055,179.368,0,117.323,17.933,0,5.287,57.174,0,11.034,16.307,17.933,27.676,27.54,0,79.9,0,6,7,0
17.691,4.161,7.758,64.195,170.456,2.482,34.78,11.011,164.08,3.492,28.723,73.525,57.773,3.478,90.555,7.841,0.435,5.641,66.59,0.869,5.906,36.649,7.841,41.675,10.35,0,0,0,9,10,0
184.393,0,0.513,0.005,0,0.962,-39.31,0.002,0.009,7,0,10.893,0,0,-10.884,-1.704,0,0.005,0.032,0,0,10.893,-1.704,0.003,0.01,0,0,0,3,5,0
7.526,3.783,1.351,7.881,24.447,0.344,-68.733,0.891,9.75,4.449,0,9.105,14.694,0.069,0.645,-5.945,0,0.482,1.811,0,0,8.063,-2.658,2.898,0.7,0,0,0,8,9,0
69.926,27.822,13.844,195.818,191.783,0.043,-120.821,131.432,234.285,0,0,85.855,151.044,26.651,148.188,-83.964,0,3.893,90.714,0.742,0.312,67.953,-83.964,20.387,2.84,0,0,0,9,11,0
111.144,0.951,2.199,4.386,11.532,4.233,-64.015,0.663,31.662,10.417,0.94,20.608,7.347,0,11.054,-4.22,1.2,4.05,31.768,0,0,19.509,-4.22,2.443,0.3379,0.049,15,0,4,8,0
11.131,44.877,23.124,175.593,331.751,0.833,227.014,54.553,358.948,0.625,6.25,108.981,177.565,0,248.583,31.623,0.358,8.384,109.046,0,4.852,75.292,30.88,59.359,26.51,0,5,0.142857143,7,13,0
38.367,5.994,3.798,107.259,102.005,0.211,185.216,65.241,278.193,0.193,2.953,13.969,50.567,0,264.224,14.996,0,23.811,230.739,0.606,5.591,11.016,14.996,35.97,1.16,0,0,0.25,6,9,0
9.261,0,0.014,0.004,0,0.008,-3.314,0.004,0.004,0.106,0,0.12,0,0,-0.116,-0.043,0,0,0,0,0,0.12,-0.043,0,0.04,0,0,0.333333333,6,8,0
67.527,0,110.244,229.721,248.601,6.315,89.489,167.088,1578.368,0.15,298.888,451.96,53.708,0,1126.408,68.371,427.091,91.447,1619.752,0,26.363,120.896,71.836,60.463,38.22,0,455.335,0.4,6,9,0
94.168,0,2.11,48.764,0,0,-94.209,47.704,95.59,0,0,8.395,0,0,87.195,-3.338,46.667,0.049,46.871,0,0,2.11,-3.338,0.338,3.89,47.429,0,0.166666667,4,7,0
14.227,0,0.104,0.48,0,0.009,-1.533,0.473,0.482,0,0,0.271,0,0.001,0.211,-0.647,0,0,0.01,0,0,0.175,-0.647,0,0.035,0.469,0,0.166666667,4,6,0
7.439,0,0.02,0.953,0.015,0,-0.83,0.932,1.837,0,0,0.223,0,0,1.614,-0.238,0,0.008,0.974,0.005,0,0.223,-0.238,0,0.07,0.703,0,0,4,5,0
114.529,0,0.981,15.318,0,0,-57.186,14.933,16.75,0,0,0.981,0,0,15.769,-3.316,0,0.018,1.524,0,0,0.981,-3.316,0.194,0.7,0.153,0,0.5,8,10,0
622.137,8.005,3.38,32.31,77.454,0.425,5.479,16.016,66.673,9.928,0,21.728,63.2,0,43.937,5.603,0.001,11.838,65.734,0.548,0.686,18.63,5.603,7.004,0.025,0,0,0,7,10,0
135.625,0,1.186,12.941,0,0.004,-34.781,12.502,77.027,0,0,7.497,3.556,0,69.53,-12.484,24.987,0.005,63.826,0,3.014,1.207,-12.484,0.299,1.12,0.045,0,0,9,11,0
57.878,1.02,45.063,149.125,195.287,0,181.37,132.057,267.956,0,0,55.431,34.344,0,212.525,0.631,3.335,19.913,262.576,0,81.813,45.063,0.631,13.113,8.65,1.257,0,0,12,15,0
158.582,0,3.298,18.76,0,0,-166.324,18.133,30.606,0,0,9.096,0,0,21.51,-33.55,0.508,0.164,12.448,0,0,9.096,-26.675,0.416,3.4,0.836,0,0,2,4,0
604.469,0,4.84,405.248,0,0,-138.161,401.114,626.373,0,0,5.743,0,10.528,620.63,-76.237,430.789,0.632,211.742,0,0.923,4.84,-76.237,0.222,2.2,0,0,0,4,5,0
9.704,4.693,1.849,8.35,22.636,0.015,4.907,0.055,9.904,0.335,0.028,2.226,17.426,0,7.678,0.553,0,0.253,5.934,0.004,0.082,2.188,0.553,3.455,0.38,0,0,0,7,9,0
94.041,0,0.646,1.12,0,0.014,-16.914,0.824,73.707,0,6.969,7.638,0,0,66.069,-0.702,0,0.001,72.588,0,0,0.669,-0.702,0,0.41,0,3.149,0.571428571,4,7,0
40.885,0,0.233,10.588,0,0,-178.097,10.205,11.591,0,0,0.294,0,0,11.104,-3.58,0,0.112,0.694,0,0,0.294,-3.58,0,0.17,0,0,1,3,4,0
810.984,0.197,1.527,41.573,0,0.716,-205.661,41.044,344.103,0,0,14.119,0,0,329.984,204.501,0,0.182,302.804,0.09,0.089,12.067,204.562,0.203,0.39,0,0,0,2,3,0
127.7,1543.2,598.6,3879.7,5914.9,148.6,2219.5,328,14103.5,176.2,6257.1,10247.1,3279.2,1,3833.8,97.3,18.8,578.6,2225.3,68.4,146.8,2710.6,97.3,1303.4,86,9,6040.5,0.666666667,12,14,0
13.172,0,0.005,0.008,0,0,-33.842,0.008,0.008,0,0,0.005,0,0,0.003,-0.016,0.015,0,0,0,0,0.005,-0.016,0,0.0025,0,0,0,4,6,0
295.289,0,157,1523,4151,50,4637,744,4684,0,499,1940,557,75,2744,792,164,242,1492,0,384,1265,767,236,58.02,351,0,0,3,5,0
37.543,0,1.422,16.111,0,0.182,-54.065,0.492,765.494,0,51.427,89.834,0,0,578.18,29.567,96.552,0,0,0,10.116,13.793,29.567,15.46,16.02,0,264.322,0.222222222,10,14,0
41.7,24.973,23.24,187.53,348.363,2.52,-629.774,72.426,414.643,11.48,40.747,172.686,213.7,19.781,241.957,-23.192,0.254,22.581,294.599,0,-1.862,103.857,-23.192,74.268,5.31,5.458,10,0,8,10,0
15.327,183.127,132.028,443.104,969.553,14.836,220.996,54.957,763.129,1.12,174.58,391.889,652.305,0,371.24,14.801,1.804,13.943,150.885,0,6.708,169.331,14.801,174.484,19.3,0,288.312,0,6,10,0
359.505,610,1047,8647,9196,777,3334,5329,34255,1367,11092,18525,6106,107,15745,-219,0,1123,28059,116,50,5463,808,2235,44.66,195,1493,0,10,14,0
49.601,45.177,22.373,96.214,312.828,8.203,-37.059,2.85,219.867,9.462,22.455,65.137,174.036,0,154.73,49.791,0.749,11.583,96.86,3.479,-4.333,41.931,49.791,42.259,12.2,0.15,25,0,9,10,0
0.733,0.707,0.347,3.926,6.413,0,-56.874,2.107,4.137,0,0,0.866,3.095,0,3.271,0.136,0,0.143,2.516,0,0.002,0.67,0.102,0.865,9,0.005,0,0.25,9,12,0
16.903,44.687,63.633,127.839,586.074,1.559,42.114,0.174,249.102,0.447,21.15,141.699,516.546,0,107.403,13.526,0.417,18.793,474.839,0,8.981,85.475,13.526,79.293,11.38,0,24.7,0,4,5,0
50.612,0,0.058,7.408,0,0,-144.993,7.303,7.703,0,0,0.107,0,0,7.596,-1.522,0,0,0,0,0.004,0.107,-1.522,0,0.1,0,0,0,10,12,0
105.33,679.09,186.022,1317.136,6758.237,55.629,1833.502,418.792,2536.981,77.681,464.578,1413.389,4457.692,0.24,1123.592,389.529,55.197,238.406,2686.422,72.435,223.329,754.892,389.529,72.198,65.41,83.637,0,0.142857143,5,14,0
21.751,124.657,120.651,206.169,2608.16,13.41,189.091,6.097,789.667,4.067,145.876,454.012,2062.616,0,335.655,27.41,0.398,39.081,586.602,6.132,15.425,192.99,27.842,60.979,17.55,0,514.147,0,5,7,0
12.545,0.612,4.932,6.54,4.395,0.195,-34.187,1.49,17.503,2.259,0,16.84,1.791,0,0.509,-11.961,2.42,1.448,40.04,0,7.435,15.887,-11.961,3.969,2.58,0,2.784,0.2,8,12,0
263.197,896.236,207.448,2246.734,2429.16,68.251,1655.397,640.456,4416.431,142.508,1446.194,2228.985,1210.058,1.311,2132.783,649.167,0,196.158,3547.617,23.624,216.082,609.093,649.167,597.942,57.64,316.103,366.502,0,4,5,0
653.023,174.472,866.258,4920.944,13747.325,1046.335,5060.473,2198.431,27834.272,1400.681,6119.771,13279.996,9693.102,1440.045,8138.039,788.663,0,925.566,26678.66,361.856,860.853,4976.525,788.663,1885.668,18.22,406.507,1063.43,0,5,9,0
135.314,132,164,866,2567,203,1293,88,7912,0,3045,5132,2355,58,2780,-1184,2,955,14346,108,196,959,-1184,452,26.78,0,3844,0,6,7,0
56.238,34.197,103.953,121.046,485.295,1.02,-135.832,0.091,196.291,27.4,0.06,142.608,431.317,0,53.683,-11.797,0,5.848,40.288,0,11.834,138.519,-11.797,83.496,2.27,0,0,0.5,8,10,0
44.946,267.2,176.4,1216.7,1708.1,45.7,1576.2,179.3,3922.1,139.1,582.2,2117.8,1113.8,0,1799,188,28,65.1,1310.4,51.4,37.3,807.4,94.1,302.7,68.83,0,318.1,0,3,4,0
43.927,83.99,110.52,295.887,739.891,0.373,-7225.334,52.5,358.882,0.073,0.069,193.75,661.522,0,165.132,-38.108,0.091,15.336,103.256,0,3.035,182.376,-38.599,148.931,3.42,0.131,0,0.25,6,9,0
3.94,50.645,31.347,78.94,198.44,0.832,31.583,4.608,117.589,0.33,21.152,65.605,173.461,0,51.984,0.493,0.04,4.654,75.031,0,0.321,38.129,0.493,20.173,4.13,0,2.499,0.25,0,6,0
71.588,0.895,179.029,1319.27,3355.128,29.774,438.481,302.087,2335.069,264.379,396.246,1627.425,3059.02,0,706.192,117.321,23.588,62.569,246.433,18.384,47.998,1093.374,117.321,980.762,23.586,0,1.179,0.25,5,7,0
89.96,20.16,29.668,579.218,484.538,0,1692.224,455.506,825.163,0,0,90.886,130.55,0,734.277,73.136,8.25,28.63,289.234,4.559,-11.704,74.007,73.561,66.135,11.6,359.974,0,0,4,8,0
71.702,0,36.341,1759.397,3417.736,9.156,766.877,690.021,5356.978,0,458,2899.661,2489.991,18.433,2432.52,260.213,8.573,153.742,729.575,0,145.756,1102.982,260.213,909.551,59.9,211.842,1005.3,0.25,10,14,0
11.203,2.254,5.755,9.387,65.828,2.67,13.876,0.011,172.622,0.76,88.875,119.92,48.424,19.804,49.702,3.15,0,2.131,175.153,0,1.978,11.604,3.15,5.006,22.47,0,40.044,0,10,12,0
2.284,3.516,0.992,5.02,11.285,0.022,-6.216,0.061,5.321,0.003,0.01,1.296,6.962,0,4.025,-0.712,0,0.061,3.502,0,0.005,1.286,-0.712,1.296,0.61,0,0,0,1,3,0
15.609,7.503,7.679,23.855,66.74,0.337,-7.131,4.948,72.147,2.286,6.008,19.342,37.938,1.851,52.805,7.165,0.747,3.37,3.634,0,-4.809,12.655,7.165,9.893,13.14,0,3,0,4,5,0
20.155,33.958,36.267,96.098,341.604,0.514,-86.844,18.664,160.968,0,19,98.035,285.693,0,62.933,3.047,0.001,12.251,192.817,0.472,2.248,58.255,10.267,38.53,3.96,0,9,0,4,6,0
17.168,413.4,24.813,534.863,717.494,8.319,256.886,14,955.863,20.358,343.25,487.112,554.963,0,468.751,73.07,78.481,10.705,238.181,0,28.207,90.056,73.07,97.449,76.63,0,174.55,0,18,28,0
11.159,45.045,30.745,158.281,342.663,0.712,8.69,48.591,202.351,0,0,44.861,298.81,0,157.49,9.122,0.851,3.796,80.967,0.057,3.531,43.103,9.122,59.113,15.25,0,0,0,7,10,0
4.805,9.226,1.268,15.24,12.527,0.232,9.003,4.553,25.411,0.209,3.817,8.07,4.531,0.25,17.341,1.203,0.006,0.722,19.665,0.018,0.74,2.371,1.36,1.371,3.69,0,0,0,6,7,0
76.043,1272.3,255.6,2277.4,8442.3,58.4,2836.2,97.6,5857.7,83.6,1123.8,2290.3,6235.4,0,3558.4,403.5,42.1,149,2005.4,0,201.1,578.2,403.5,836.1,62.1,0,641,0.333333333,3,6,0
77.185,6.194,165.672,518.551,772.085,127.77,-936.363,163.743,2174.715,21.918,1198.873,1543.448,553.155,0,626.061,-535.68,15.066,91.125,482.682,5.089,-14.139,291.364,-535.68,190.288,6.18,23.35,424.147,0,5,8,0
553.935,577.819,212.902,3050.368,3015.42,387.521,2654.038,1609.613,13739.581,555.775,4703.043,6319.692,1672.829,344.183,7401.717,-344.162,656.156,902.67,10576.816,20.203,-142.489,1208.857,-344.162,470.907,11.37,1148.656,422.121,0.5,8,9,0
4.148,0.212,2.786,12.753,45.461,0,9.94,11.194,34.9,0.571,0,8.015,41.728,0,26.885,1.016,0.261,1.773,44.142,0,0.95,6.52,1.016,0.433,9.61,1.809,0,0.25,7,10,0
112.243,0,74.872,1937.99,4253.337,11.745,4713.116,1594.709,2868.322,638.588,81.323,1943.999,1800.173,5.946,928.378,422.678,11.949,178.2,1221.277,0,283.072,1655.039,393.726,198.279,26.85,318.334,629.145,0,3,7,0
8.837,0,0.804,8.128,36.021,0.251,-11.269,6.887,51.03,1.891,1.51,9.836,19.358,0,41.194,1.803,0,1.728,46.944,1.48,2.069,7.745,1.641,0.663,2.65,0,0,0,2,6,0
30.875,0,0.179,3.21,0,0.007,-594.071,1.959,3.413,0.044,0,5.921,0,0,-2.329,-6.325,0,0.003,0.025,0,-0.053,5.921,-2.291,0,0.065,1.25,0,0.2,4,6,0
23.325,0,63.304,384.965,1287.209,3.723,951.142,246.943,672.23,0,140,545.276,565.839,9.6,126.954,140.465,8.345,29.32,376.69,0,89.949,306.949,140.465,77.313,17.31,0.601,175,0,12,18,0
22.312,65.57,81.372,298.505,638.831,44.573,-795.997,133.398,814.64,49.923,288.954,594.615,386.461,0,220.025,-70.269,0,173.585,1670.484,0,7.326,169.319,-70.269,84.733,7.95,10,119.133,0,6,9,0
22.961,0,0.429,1.384,1.686,6.079,-35.315,0.127,6.279,0.576,0.023,9.563,12.726,0,-3.284,-17.853,0.694,0.762,0.693,0,0,9.54,-17.853,1.188,1.15,0,1.269,1,3,5,0
37.268,322.748,736.322,2003.251,2158.792,39.543,670.095,553.173,2876.948,375.479,17.884,1629.477,1655.696,0,947.319,91.063,0,55.936,1057.328,9.282,22.831,1540.227,91.063,1097.105,15.77,46.44,575.069,0.333333333,6,8,0
66.329,102.985,28.988,347.489,519.451,0.014,-968.882,141.048,741.96,0,0,92.659,323.479,59.946,648.666,136.789,1.705,21.62,210.344,1.699,-123.282,81.191,136.789,78.855,8.035,86.409,0,0,4,6,0
752.222,230.216,305.271,924.153,2336.762,53.204,1488.146,349.594,11800.163,0,765.912,3938.285,831.754,0,7815.078,442.064,8.972,392.34,11856.762,103.49,373.064,669.019,442.064,173.6,17.21,0,500,0.5,3,6,0
42.154,3.389,369.037,618.438,1454.869,3.709,153.202,199.035,718.147,13.957,34.217,526.582,1290.066,0,191.565,58.245,0,21.84,82.329,12.862,22.736,464.011,58.245,414.106,13.22,47.199,15.302,0,5,7,0
5.54,10.986,0.668,14.48,7.192,0.034,7.02,2.575,20.407,1.5,0,2.596,5.37,0.423,17.661,-0.739,0,0.212,7.616,0,0.003,2.596,-0.739,0.853,1.02,0.1,0,0.3,5,10,0
484.56,137,498,2010,3703,117,1832,1553,10171,297,1497,5656,1961,0,4515,981,0,429,10879,40,318,1117,981,311,20.17,0,689,0,14,16,0
57.385,2.449,1.843,16.042,29.236,0.006,-11.507,7.005,20.183,0.003,0,5.02,17.162,0,15.163,-1.015,0.004,0.896,4.626,0.019,0.047,4.942,-1.015,6.144,0.23,2.062,0,0,7,8,0
82.262,0.473,1.306,3.764,3.807,0.011,-31.184,2.728,31.659,0.053,0,1.884,3.303,0,29.775,0.162,1.924,0.588,32.534,0,0,1.523,0.162,0.366,0.315,0.437,0,0,5,7,0
254.069,0.172,1.072,0.845,1.133,0.808,-14.039,0.197,5.76,8.096,0,11.819,1.044,0.166,-6.059,-3.022,0,0.146,6.121,0.312,0,11.819,-3.022,0.338,0.035,0.096,0,0,3,4,0
90.434,1406,494,4571,13146,184,4637,349,13826,0,3653,8287,11187,0,5463,810,58,217,2318,21,374,2597,782,2577,76.62,0,596,0.2,5,7,0
89.595,0,6.088,87.529,15.05,0.434,-3133.54,83.569,97.493,0,0,28.864,17.343,9.423,68.629,14.567,1.904,4.011,20.965,1.043,-1.289,27.078,-8.15,0,2.3,43.86,0,0.333333333,6,12,0
17.249,0,1.427,18.365,15.691,0.026,-247.706,15.858,18.865,0.11,0,4.139,8.175,0,14.726,-11.047,0.017,1.988,10.983,0,0.006,3.962,-11.047,2.055,0.89,9.506,0,0,8,11,0
6.555,16.657,11.641,82.014,118.913,0,-743.153,57.294,85.872,0,0,16.789,96.454,0,69.083,13.907,0.355,1.394,6.696,0,0.006,16.76,1.805,4.05,16.1,0,0,0,5,11,0
33.835,3.754,0.59,16.33,13.385,0,7.671,11.257,16.539,0,0,1.211,6.304,0.075,15.328,2.665,0.189,0.033,0.49,0.059,1.046,0.986,2.665,1.286,0.64,0.568,0,0.5,4,5,0
30.322,0,1.232,89.525,5.349,0,-99.874,87.314,89.597,0,0,5.52,30.846,0,84.077,-25.283,1.306,0.045,0.772,0,0,5.52,-25.283,1.352,5.01,18.898,0,0.5,4,5,0
46.397,0,3.86,555.498,495.85,0,-38.219,435.912,604.854,0,0,250.837,64.845,0,354.017,53.209,18.128,4.939,48.107,0,28.745,212.404,53.209,85.033,82,1.948,0,0,4,7,0
2.384,0,0.044,0,0,0.008,-17.073,0,0,0.143,0,0.198,0,0,-0.198,-0.098,0,0,0,0,0,0.198,-0.098,0,0.12,0,0,0.5,16,19,0
11.365,0,5.194,7.943,49.168,0.816,-56.401,2.6,59.333,4.057,8.586,20.58,11.018,0,38.753,4.857,0.161,10.686,96.21,0,-2.52,11.073,4.857,3.021,10.5,1.131,2.495,0.25,7,9,0
36.437,37.853,23.951,386.839,708.407,0.989,-109.061,146.153,648.835,17.095,15.901,153.987,387.699,10,473.494,17.543,3.38,46.6,136.758,0,11.882,97.613,17.543,160.922,23.3,1.501,0,0.4,9,13,0
175.315,0,0.065,0.01,0,0,-1.971,0,0.01,0,0,0.323,0,0,-0.313,-0.179,0,0,0,0,0,0.065,-0.179,0,0.51,0,0,0,10,11,0
57.6,0,0.07,0,0,0.001,-0.242,0,0,0.028,0,0.166,0,0,-0.166,-0.124,0,0,0,0,0,0.166,-0.124,0,0.47,0,0,0,8,16,0
209.529,54.824,244.365,601.498,3797.394,54.247,241.94,184.851,2049.163,2.202,649.968,1302.853,3155.546,0,745.143,114.332,0,92.328,1457.461,21.051,46.375,578.274,114.332,236.766,11.96,0,149.658,0,8,12,0
26.141,0,0.32,0.069,0,6.21,-20.747,-0.21,0.178,2.039,0.373,4.684,0,0.004,-4.506,-17.743,0.063,0,0,0,0,4.311,-8.452,0,0.55,-0.225,0.44,0.5,9,11,0
69.703,0,0.019,0.025,0,0,-0.713,0.025,0.025,0,0,0.738,0,0,-0.713,-0.614,0,0,0,0,0,0.738,-0.614,0,0.25,0,0,0,5,7,0
13.596,2.149,51.943,369.002,744.731,7.972,108.683,126.803,880.92,39.342,66.392,390.139,539.153,0,245.067,24.03,0,25.65,50.856,0,6.583,223.292,24.03,201.886,15.49,15.565,41.505,0,4,5,0
112.831,1.351,31.36,72.016,169.804,23.214,-204.628,11.302,385.515,0.423,176.491,218.482,75.857,0,167.033,-10.498,0,44.476,709.051,0,1.201,37.015,-10.498,56.861,2.05,0,0.119,0,3,5,0
75.049,119.441,52.005,410.624,705.544,6.034,113.023,178.01,936.747,11.861,143.128,332.948,513.56,5.973,518.702,54.57,0.195,35.078,543.955,3.846,28.76,101.924,54.57,96.078,13.43,0,186.408,0,4,6,0
216.902,49.626,30.23,924.446,638.05,137.928,-36.465,653.365,4893.928,218.75,2034.958,2578.68,331.495,0,2315.248,33.989,0,127.698,3899.648,0,21.713,402.056,33.989,152.299,9.44,47.444,797.415,0,4,7,0
929.341,2138.205,1480.903,7741.454,18468.285,202.86,8993.901,1080.846,27519.772,1423.772,6147.506,15161.33,8229.073,3523.658,10224.874,813.834,0.238,1416.019,18268.694,270.109,506.015,6269.834,813.834,3726.878,14.395,0,115.886,0,4,5,0
4.432,5.112,1.831,16.933,22.502,0.052,28.943,4.314,49.054,0.076,0.857,4.519,14.966,0,40.734,3.367,0.265,0.507,8.114,0,0.864,3.662,3.367,6.78,14.92,0,0,0,2,6,0
5.159,0.626,0.009,3.048,2.19,0,2.049,2.311,3.129,0,0,0.069,0.972,0,3.06,0.116,0,0.014,0.718,0.004,-0.008,0.064,0.116,0.076,0.376,2.178,0,0,3,5,0
20.979,0,17.437,120.96,478.816,0,336.168,34.866,214.481,0,0,87.959,353.924,0,126.522,34.392,3.732,16.411,160.546,1.028,22.115,71.84,34.392,57.229,49.76,0,0,0.2,10,12,0
19.041,0,40.05,331.582,640.467,100.264,336.414,106.711,2404.642,16.967,1364.067,2089.463,247.702,288.553,315.179,72.037,9.08,35.355,544.295,0,38.58,284.273,72.037,144.137,83.55,0.7,0,0.333333333,10,12,0
51.513,0,9.56,337.811,333.996,0.645,308.347,231.44,682.187,0,0,168.533,23.297,24.761,513.654,74.907,54.43,12.445,104.761,2.584,23.006,164.579,39.777,66.784,26.34,32.622,0,0.5,9,10,0
5.297,81.256,23.08,272.261,452.149,19.843,39.588,31.118,437.151,96.832,63.971,243.452,274.666,80.95,86.793,7.468,2.15,4.305,85.242,0.775,3.404,156.496,7.468,141.603,20,0,33.141,0,11,14,0
2268.464,22078.092,30255.928,84530.031,236523.425,1047.204,96541.185,20920.655,239053.249,11183.037,34542.575,135834.76,198622.907,5234.642,100075.499,11629.476,502.934,13350.473,228559.162,0,15308.469,61725.786,11629.476,36730.68,61.27,738.554,11640.498,0.25,8,11,0
15.795,0,0.656,4.934,0.309,0.374,-66.571,3.824,14.997,3,2,10.051,3.126,0,0.862,-6.832,4,0.774,1.149,0,-0.111,7.925,-12.087,0.175,2.26,0.001,2,0,8,9,0
68.523,184.173,112.151,458.138,1635.686,26.308,-277.146,113.262,923.571,4.854,365.741,601.192,1403.313,0,322.379,46.529,0.6,39.036,348.716,8.52,31.094,216.363,46.529,120.358,12.35,0,1.166,0,7,8,0
78.873,20.694,1.749,83.281,84.117,9.661,-854.55,46.027,168.509,6.24,6.38,56.25,62.53,3.69,112.259,-56.258,7.626,10.615,128.526,0.173,0.852,47.822,-56.258,7.556,1.61,2.913,9.842,0.125,4,7,0
4.455,0.896,0.289,2.271,2.52,0.002,-40.29,1.034,2.303,0,0,0.593,1.844,0,1.71,-1.788,2.55,0.021,3.089,0,0.001,0.593,-1.788,0.279,0.7,0,0,0,3,5,0
21.652,2.221,1.726,120.168,209.752,0.26,142.684,89.075,326.898,0,0.023,56.948,72.765,0,269.95,27.53,0,15.167,128.219,3.959,17.809,46.827,27.53,18.99,14.28,0,0,0,6,10,0
49.951,1.567,4.239,8.321,9.37,0.131,-1.358,0.04,12.053,3.118,0,9.559,6.966,0,2.482,0.167,0,0.321,4.319,0.261,0.099,9.559,0.167,4.483,0.02,0,1.963,0.333333333,12,14,0
372.4,414,247,1980,12917,0,1266,1134,5538,1,26,1660,7959,302,3878,551,81,329,4512,0,343,1088,551,188,58.5,844,0,0.25,8,12,0
56.714,0.179,3.888,7.95,4.434,0.003,-145.715,5.495,57.73,0,0,15.468,39.008,0,14.801,-43.883,29.826,3.953,4.432,0,-3.281,6.958,-43.883,0.998,3.6,0,0,0.333333333,7,10,0
193.382,47.174,22.768,228.938,291.022,21.986,15.435,87.816,970.228,22.625,259.515,544.012,213.056,26.295,426.216,-34.839,2.779,36.354,790.624,0,2.659,116.909,-34.839,86.299,2.26,4.951,11.33,1,3,3,0
74.786,122.105,144.553,390.828,1308.395,21.188,-387.171,82.328,780.263,2.997,235.391,527.505,992.774,0,252.758,-12.885,0.674,36.1,612.896,0,-8.854,251.614,-12.885,136.48,14.43,4.892,57,0,6,8,0
97.362,2016.1,960.3,4517.1,10786.9,78.8,2891.3,1047.2,8438.8,311.7,938.5,4394,8184.7,0,4010.2,597.2,0,259.4,2964.8,167.3,258.5,2812,597.2,940.6,59.19,0,1135.9,0,4,6,0
48.336,124.141,37.147,342.137,1128.001,0,237.313,185.065,546.293,0,0,184.363,596.225,31.794,361.93,162.584,0,32.631,393.656,16.187,97.872,123.381,162.584,4.318,44.32,20.197,0,0,4,7,0
12.101,0,1.722,49.66,264.058,0.538,119.206,12.898,224.135,0.825,40.65,69.014,188.561,0,128.29,12.723,0,5.562,60.856,0,12.236,23.172,17.492,32.664,35.26,0,150.8,0,6,7,0
16.297,4.321,9.294,81.108,190.924,2.332,42.115,12.291,189.405,1.139,27.376,82.899,61.935,4.453,106.506,14.319,0.44,6.199,63.63,1.365,5.079,42.938,14.319,55.989,15.71,0,0,0,9,10,0
251.016,0,0.382,0.113,0,1.943,-42.66,0.104,0.116,7.328,0,11.366,0,0,-11.25,-3.349,0,0.003,0.034,0,0,11.366,-3.349,0.009,0.0839,0,0,0,3,5,0
7.526,1.854,0.673,6.523,11.497,0.079,-65.593,2.654,7.272,0,0,3.444,5.891,0,3.828,2.624,0,0.014,0.937,0,0,2.52,-1.233,1.726,1.34,0,0,0,8,9,0
70.233,25.353,13.753,205.833,145.342,0,-107.266,163.574,237.206,0,0,74.157,110.226,22.654,162.813,16.668,0,1.392,36.692,0.706,-2.501,58.955,16.668,15.284,2,4.5,0,0,9,11,0
117.6,0.241,2.749,1.087,14.572,4.673,-74.339,0.115,25.954,7.186,4.281,22.847,12.185,0,3.107,-10.372,1.873,4.158,33.488,0,0,18.398,-10.372,0.274,0.1399,0,4.121,0,4,8,0
11.099,66.484,28.388,206.288,344.499,0.9,248.88,50.2,442.168,0.625,38.01,171.747,177.02,0,269.496,23.419,0.337,9.775,117.997,0,9.316,99.802,23.481,70.271,40.52,0.168,53.609,0.142857143,7,13,0
38.581,5.302,3.999,158.073,118.809,0.208,215.442,107.828,309.245,0.202,2.944,14.25,57.888,0,294.995,20.967,0,28.121,240.301,2.653,7.608,11.306,20.967,44.885,2.35,0,0,0,6,9,0
9.261,0,0.012,0,0,0.011,-3.352,0,0,0.142,0,0.154,0,0,-0.154,-0.038,0,0,0,0,0,0.154,-0.038,0,0.05,0,0,0.333333333,6,8,0
85.178,0,190.707,531.104,262.225,24.622,236.329,458.956,2693.136,0.159,299.028,642.898,64.666,4.493,2050.238,153.192,766.495,119.597,2488.309,0,98.136,203.941,153.192,62.316,63.13,0,0,0.4,6,9,0
100.501,0.488,13.949,49.083,0,0,-120.818,35.691,110.367,0,0,19.174,0,0,91.193,-26.604,29.367,0.283,61.588,0,0,13.949,-26.604,0.615,5.29,24.347,0,0.166666667,4,7,0
14.227,0,0.107,0.782,0,0.008,-1.198,0.748,0.783,0,0,0.292,0,0,0.491,0.246,0.015,0,0.01,0,0,0.226,0.246,0.034,0.04,0.732,0,0.166666667,4,6,0
7.439,0,0.02,0.646,0.015,0,-0.91,0.634,1.633,0,0,0.099,0,0,1.534,-0.08,0,0.012,1.088,0.003,0,0.099,-0.08,0,0.045,0.501,0,0,4,5,0
114.779,0,3.533,2.143,0,0,-60.777,1.051,16.834,0,0,3.633,0,0,13.201,-4.265,0.07,0.06,14.83,0,0,3.533,-4.265,0.852,1.03,0.11,0,0.5,8,10,0
655.47,0,0.332,12.026,48.166,0.252,-13.82,2.363,27.967,0,0,2.481,51.318,0,25.486,-14.359,0,8.538,2.208,0,-0.408,2.481,-14.359,9.554,0.02,0,0,0,7,10,0
